sequencial_candidato,uf,partido,quantidade_doacoes,quantidade_doadores,total_receita,media_receita,recursos_de_outros_candidatos.comites,recursos_de_pessoas_fisicas,recursos_de_pessoas_juridicas,recursos_proprios,recursos_de_partido_politico,quantidade_despesas,quantidade_fornecedores,total_despesa,media_despesa,situacao
130000002044,MG,PMDB,4,4,1399.5,349.88,0,0,0,0,1399.5,4,4,1399.5,349.88,nao_eleito
130000002045,MG,PMDB,149,144,1009196.54,6773.13,7639.41,132529.68,275943.15,162084.3,431000,1625,1462,946428.32,582.42,eleito
130000002046,MG,PT,15,14,8497.02,566.47,1900,250,0,6347.02,0,15,15,8497.02,566.47,nao_eleito
130000002048,MG,PT,19,19,43276.78,2277.73,12485.78,27875,0,2916,0,28,28,43276.78,1545.6,nao_eleito
130000002049,MG,PMDB,24,20,9141.86,380.91,3271.86,2870,0,3000,0,28,23,7849.06,280.32,nao_eleito
130000002050,MG,PMDB,9,9,2283.04,253.67,968.4,1000,0,314.64,0,9,9,2283.04,253.67,nao_eleito
130000002052,MG,PT,6,6,2010.04,335.01,2010.04,0,0,0,0,6,6,2010.04,335.01,nao_eleito
130000002054,MG,PT,16,16,12962.4,810.15,7562.4,1300,400,3700,0,22,21,12712.4,577.84,nao_eleito
130000002055,MG,PMDB,3,3,2910,970,900,0,0,2010,0,3,3,2900,966.67,nao_eleito
130000002056,MG,PRB,9,9,43430,4825.56,3380,12050,0,28000,0,41,41,43430,1059.27,nao_eleito
130000002059,MG,PT,106,103,435128.68,4104.99,45011.7,158916.98,180200,51000,0,465,435,405223.68,871.45,nao_eleito
130000002060,MG,PMDB,3,3,957,319,957,0,0,0,0,3,3,957,319,nao_eleito
130000002061,MG,PT,40,38,151092.09,3777.3,20351.06,50115,0,33126.03,47500,156,137,146530.62,939.3,nao_eleito
130000002062,MG,PT,304,288,2955004.81,9720.41,427216.31,906011,1115277.5,60000,446500,3806,3343,2760979.12,725.43,eleito
130000002063,MG,PRB,240,228,189546.58,789.78,12657.5,66389.08,6500,15000,89000,270,255,174074.58,644.72,eleito
130000002064,MG,PT,60,51,1378626.24,22977.1,22176.24,10200,1211250,40000,95000,1268,1169,1199039.66,945.61,eleito
130000002069,MG,PT,8,8,3967.75,495.97,3967.75,0,0,0,0,8,8,3967.75,495.97,nao_eleito
130000002071,MG,PT,135,130,694829.89,5146.89,47683.39,176106.5,311540,138900,20600,481,449,618344.88,1285.54,eleito
130000002072,MG,PMDB,200,190,1527255,7636.27,16917.5,271637.5,472000,33400,733300,1708,1635,1455167.96,851.97,eleito
130000002073,MG,PMDB,3,3,1185.99,395.33,1185.99,0,0,0,0,3,3,1185.99,395.33,nao_eleito
130000002075,MG,PT,49,48,1384115.58,28247.26,404085.25,24025,162992.2,473013.13,320000,1071,899,1271423.98,1187.14,eleito
130000002076,MG,PMDB,54,47,2469787.17,45736.8,4984.17,18500,2146303,50000,250000,2984,2597,2193242.5,735,eleito
130000002077,MG,PT,16,15,49665,3104.06,595,9520,0,18550,21000,73,51,42613.25,583.74,nao_eleito
130000002079,MG,PT,6,6,3013.61,502.27,846.67,500,1666.94,0,0,6,6,3013.61,502.27,nao_eleito
130000002080,MG,PMDB,599,596,2079914.32,3472.31,15544.06,477016.25,1011838.33,190515.68,385000,3023,2811,2017322.91,667.32,eleito
130000002081,MG,PT,10,10,22495.39,2249.54,1000,450,0,21045.39,0,20,15,22493.64,1124.68,nao_eleito
130000002084,MG,PC do B,20,19,9499.94,475,1541.44,772.5,0,7186,0,31,26,8908.59,287.37,nao_eleito
130000002085,MG,PMDB,41,39,508812.84,12410.07,12838.41,10974.43,284000,1000,200000,271,225,474535.77,1751.05,nao_eleito
130000002086,MG,PT,42,37,37216.97,886.12,3052.45,26280,780,7104.52,0,46,44,35156.97,764.28,nao_eleito
130000002087,MG,PMDB,5,5,1945.48,389.1,1945.48,0,0,0,0,5,5,1945.48,389.1,nao_eleito
130000002089,MG,PC do B,145,129,860999.77,5937.93,70661.15,293038.9,143000,34000,320299.72,765,677,687861.32,899.17,eleito
130000002091,MG,PT,78,67,623797.38,7997.4,17668.29,33700,289933.6,234995.49,47500,293,247,554136.02,1891.25,nao_eleito
130000002092,MG,PT,102,94,181857.86,1782.92,89457.86,15350,11050,1500,64500,205,192,170951.26,833.91,nao_eleito
130000002093,MG,PMDB,82,81,1168905,14254.94,12305,268400,488200,200000,200000,1308,1182,1081531.75,826.86,eleito
130000002094,MG,PT,83,75,1611467.63,19415.27,325209.44,432900,816593.23,36764.96,0,2022,1649,1378942.3,681.97,eleito
130000002095,MG,PT,8,8,4704.79,588.1,4704.79,0,0,0,0,8,8,4704.79,588.1,nao_eleito
130000002096,MG,PMDB,7,4,2414.97,345,2414.97,0,0,0,0,8,5,1260.89,157.61,nao_eleito
130000002097,MG,PT,1,1,3000,3000,0,0,0,3000,0,3,2,1600,533.33,nao_eleito
130000002098,MG,PT,106,104,373571.61,3524.26,55748.95,45321.41,264468.25,8033,0,254,234,371717.73,1463.46,nao_eleito
130000002099,MG,PMDB,86,77,2462342.03,28631.88,4020,34110,670812.03,1753400,0,2944,1916,1896347.32,644.14,eleito
130000002100,MG,PMDB,4,4,904.39,226.1,654.39,0,0,250,0,4,4,904.39,226.1,nao_eleito
130000002101,MG,PT,181,176,493659.33,2727.4,86618.84,99585,220000,82455.49,5000,445,398,475567.63,1068.69,nao_eleito
130000002102,MG,PT,38,38,81530.51,2145.54,8599.01,36816,2115.5,14000,20000,47,46,80737.15,1717.81,nao_eleito
130000002103,MG,PT,599,576,2580205.87,4307.52,90887.08,110150,1628800,9618.79,740750,4486,3541,2184929.63,487.06,eleito
130000002104,MG,PMDB,15,14,26119.33,1741.29,10819.33,0,0,15300,0,30,24,26037.55,867.92,nao_eleito
130000002105,MG,PT,80,79,1006058.52,12575.73,52349.65,70378.87,598330,0,285000,922,726,859119.01,931.8,nao_eleito
130000002106,MG,PMDB,249,241,2370928.47,9521.8,10963.91,262225.01,1568609.55,229130,300000,2662,2236,2172565.56,816.14,eleito
130000002108,MG,PMDB,3,3,968.4,322.8,968.4,0,0,0,0,3,3,968.4,322.8,nao_eleito
130000002109,MG,PT,282,269,2022502.29,7171.99,187394.54,174000,1523607.75,4500,133000,2813,2504,1876131.1,666.95,eleito
130000002110,MG,PT,19,19,57393.39,3020.7,13043.39,12000,0,32350,0,58,54,51413.39,886.44,nao_eleito
130000002111,MG,PT,15,15,100365,6691,2845,2180,63610,130,31600,152,141,96425,634.38,nao_eleito
130000002112,MG,PMDB,6,6,6992.99,1165.5,342.99,0,0,6650,0,11,11,6992.99,635.73,nao_eleito
130000002114,MG,PC do B,30,28,18912.17,630.41,4892.05,580,0,13440.12,0,48,46,18697.23,389.53,nao_eleito
130000002115,MG,PT,206,204,198557.56,963.87,35486.05,88210,5000,39861.51,30000,337,325,195940.96,581.43,nao_eleito
130000002116,MG,PMDB,15,15,23401.69,1560.11,1542.99,0,18882,2976.7,0,55,46,21106.69,383.76,nao_eleito
130000002117,MG,PC do B,1,1,368.45,368.45,0,0,0,368.45,0,1,1,368.45,368.45,nao_eleito
130000002118,MG,PMDB,63,61,704722.16,11186.07,7474.41,96669.35,355496.91,45081.49,200000,306,304,702458.56,2295.62,nao_eleito
130000002119,MG,PT,81,79,205788.21,2540.6,165358.21,29080,0,11350,0,274,253,186400.96,680.3,nao_eleito
130000002121,MG,PC do B,13,12,10414.58,801.12,1564.58,2750,0,6100,0,24,23,10405.08,433.55,nao_eleito
130000002122,MG,PT,202,192,1869900.95,9256.94,171171,175674.75,1002325.2,306730,214000,1312,1241,1835437.17,1398.96,eleito
130000002123,MG,PMDB,27,27,2445119.51,90559.98,19512.01,0,7107.5,2418500,0,700,662,2349780.1,3356.83,nao_eleito
130000002185,MG,PDT,138,130,1116954.57,8093.87,71026.17,265540,296188.4,384200,100000,1738,1570,988754.51,568.9,eleito
130000002186,MG,PDT,45,45,21193.34,470.96,2517.84,12785.5,0,5890,0,56,50,16861.34,301.1,nao_eleito
130000002187,MG,PDT,2,2,2517.84,1258.92,2517.84,0,0,0,0,2,2,2517.84,1258.92,nao_eleito
130000002188,MG,PDT,2,2,2517.84,1258.92,2517.84,0,0,0,0,2,2,2517.84,1258.92,nao_eleito
130000002190,MG,PDT,139,119,2261987.39,16273.29,2517.84,25483.66,59851.22,2174134.67,0,2739,2094,1852836.31,676.46,nao_eleito
130000002191,MG,PDT,4,4,3745.09,936.27,3745.09,0,0,0,0,4,4,3745.09,936.27,nao_eleito
130000002192,MG,PDT,2,2,2517.84,1258.92,2517.84,0,0,0,0,2,2,2517.84,1258.92,nao_eleito
130000002194,MG,PDT,12,11,24317.84,2026.49,2517.84,8700,0,13100,0,26,23,22229.84,854.99,nao_eleito
130000002195,MG,PDT,25,25,16237.84,649.51,2517.84,4170,0,9550,0,38,38,16122.2,424.27,nao_eleito
130000002196,MG,PDT,20,19,9348.74,467.44,3248.74,5200,900,0,0,20,20,9340.23,467.01,nao_eleito
130000002197,MG,PDT,20,18,16577.84,828.89,2517.84,12960,0,1100,0,26,22,15551.84,598.15,nao_eleito
130000002198,MG,PDT,8,8,28945.09,3618.14,3745.09,0,0,25200,0,22,21,27945.09,1270.23,nao_eleito
130000002199,MG,PDT,1197,1102,929936.56,776.89,40865.91,675338.7,140714.11,70500,2517.84,1939,1769,962089.63,496.18,eleito
130000002200,MG,PDT,4,4,3737.84,934.46,3717.84,0,0,20,0,4,4,3720.84,930.21,nao_eleito
130000002201,MG,PDT,36,27,11367.28,315.76,2517.84,3729.44,0,5120,0,36,27,11007.28,305.76,nao_eleito
130000002202,MG,PDT,6,6,8941.85,1490.31,3541.85,4000,0,1400,0,6,6,8941.85,1490.31,nao_eleito
130000002203,MG,PDT,21,21,53339.6,2539.98,4717.84,20097,5500,23024.76,0,45,44,52829.6,1173.99,nao_eleito
130000002204,MG,PDT,30,30,27204.85,906.83,10574.85,10130,0,6500,0,80,72,26044.85,325.56,nao_eleito
130000002205,MG,PDT,343,330,338448.03,986.73,5001.03,189972,10475,33000,100000,647,592,321875.1,497.49,nao_eleito
130000002206,MG,PDT,61,55,1006165.87,16494.52,109065.87,30500,514600,92000,260000,262,231,901805.63,3442.01,nao_eleito
130000002208,MG,PDT,2,2,2517.84,1258.92,2517.84,0,0,0,0,2,2,2517.84,1258.92,nao_eleito
130000002209,MG,PDT,5,4,3245.79,649.16,2545.79,0,0,700,0,9,8,3142.79,349.2,nao_eleito
130000002210,MG,PDT,101,98,470387,4657.3,56917,2250,250000,21220,140000,230,193,457099.47,1987.39,nao_eleito
130000002212,MG,PDT,6,6,6742.84,1123.81,6727.84,0,0,15,0,9,9,6694.84,743.87,nao_eleito
130000002213,MG,PDT,150,139,320693.5,2137.96,1813.5,110850,94450,13580,100000,191,162,312297.92,1635.07,nao_eleito
130000002216,MG,PDT,13,12,60802.9,4677.15,12517.84,3903.91,0,44381.15,0,78,76,58502.9,750.04,nao_eleito
130000002273,MG,PT,5,4,1979.79,395.96,0,0,1979.79,0,0,5,4,1679.79,335.96,nao_eleito
130000002278,MG,PT,5,5,5868.4,1173.68,4368.4,0,1500,0,0,5,5,5868.4,1173.68,nao_eleito
130000002284,MG,PT,5,5,1925.99,385.2,1275.99,650,0,0,0,2,2,650,325,nao_eleito
130000002287,MG,PSDB,5,5,2967.59,593.52,0,0,0,1209.8,1757.79,5,5,2967.69,593.54,nao_eleito
130000002293,MG,DEM,2,2,2210.52,1105.26,0,0,0,0,2210.52,2,2,2210.52,1105.26,nao_eleito
130000002300,MG,PC do B,554,489,638936.55,1153.32,90742.75,126286,278900,43007.8,100000,1033,782,671546.8,650.09,nao_eleito
130000002302,MG,PTC,4,4,1700.84,425.21,1700.84,0,0,0,0,4,4,1700.84,425.21,nao_eleito
130000002321,MG,PMN,10,10,6311.96,631.2,2980.84,0,0,3331.12,0,20,20,6311.96,315.6,nao_eleito
130000002323,MG,DEM,2,2,2312.2,1156.1,0,0,0,0,2312.2,2,2,2312.2,1156.1,nao_eleito
130000002324,MG,DEM,124,117,528811.18,4264.61,949.2,17333,227400,276600,6528.98,211,196,473905.2,2246,nao_eleito
130000002332,MG,PMDB,10,10,5680,568,1500,1000,0,3180,0,20,12,4752,237.6,nao_eleito
130000002336,MG,DEM,2,2,2312.2,1156.1,0,0,0,0,2312.2,2,2,2312.2,1156.1,nao_eleito
130000002343,MG,PT do B,3,3,1250,416.67,0,0,0,0,1250,3,3,1250,416.67,nao_eleito
130000002344,MG,PT do B,2,2,600,300,590,0,0,10,0,2,2,600,300,nao_eleito
130000002353,MG,PMDB,4,4,1518.4,379.6,1518.4,0,0,0,0,4,4,1518.4,379.6,nao_eleito
130000002354,MG,PMDB,4,4,2781.4,695.35,2781.4,0,0,0,0,4,4,2781.4,695.35,nao_eleito
130000002356,MG,PMDB,89,87,66072.18,742.38,5118.78,18210,41788.4,955,0,104,100,60598.75,582.68,nao_eleito
130000002357,MG,PMDB,6,6,3760,626.67,3760,0,0,0,0,6,6,3760,626.67,nao_eleito
130000002358,MG,PMDB,1,1,600,600,600,0,0,0,0,1,1,600,600,nao_eleito
130000002360,MG,PMDB,7,7,4759.3,679.9,4759.3,0,0,0,0,7,7,4759.3,679.9,nao_eleito
130000002363,MG,PMN,19,16,127062.59,6687.5,0,1560,35000,90502.59,0,156,148,126470.09,810.71,nao_eleito
130000002364,MG,PMDB,4,4,1399.5,349.88,1399.5,0,0,0,0,4,4,1399.5,349.88,nao_eleito
130000002374,MG,PMDB,20,20,314977.06,15748.85,7527.06,500,38400,268550,0,393,358,303041.7,771.1,nao_eleito
130000002402,MG,PTC,2,2,1480,740,1480,0,0,0,0,2,2,1480,740,nao_eleito
130000002403,MG,PTC,1,1,600,600,0,0,0,600,0,5,5,599.11,119.82,nao_eleito
130000002409,MG,PMN,6,6,4165.84,694.31,1875.84,0,0,2290,0,6,6,4165.84,694.31,nao_eleito
130000002413,MG,PT do B,10,10,4220.61,422.06,590,2310.61,0,1320,0,20,19,4207.11,210.36,nao_eleito
130000002419,MG,PV,1,1,247.5,247.5,0,0,247.5,0,0,1,1,247.5,247.5,nao_eleito
130000002420,MG,PV,12,12,108115,9009.58,22255,16000,53360,16500,0,91,86,105445.61,1158.74,nao_eleito
130000002421,MG,PV,1,1,480,480,480,0,0,0,0,1,1,480,480,nao_eleito
130000002435,MG,PTB,3,3,12517.93,4172.64,0,0,10000,0,2517.93,16,16,12517.93,782.37,nao_eleito
130000002438,MG,PV,5,5,1200,240,0,0,0,1200,0,3,3,1200,400,nao_eleito
130000002450,MG,PMDB,3,3,43359.9,14453.3,3359.9,0,0,0,40000,8,8,43359.9,5419.99,nao_eleito
130000002472,MG,PSC,1,1,1320,1320,1320,0,0,0,0,1,1,1320,1320,nao_eleito
130000002475,MG,PSC,2,2,11020,5510,10000,0,0,1020,0,8,8,11020,1377.5,nao_eleito
130000002481,MG,PSDB,5,5,4608.87,921.77,0,0,1000,400,3208.87,5,5,4608.87,921.77,nao_eleito
130000002483,MG,PTC,1,1,1180,1180,1180,0,0,0,0,1,1,1180,1180,nao_eleito
130000002485,MG,PMDB,1,1,980,980,0,980,0,0,0,2,2,980,490,nao_eleito
130000002494,MG,PSC,1,1,530,530,530,0,0,0,0,1,1,530,530,nao_eleito
130000002499,MG,PDT,4,4,3527.84,881.96,3527.84,0,0,0,0,4,4,3527.84,881.96,nao_eleito
130000002501,MG,PV,2,2,940,470,940,0,0,0,0,2,2,940,470,nao_eleito
130000002505,MG,PT,5,4,4097.43,819.49,1497.43,0,0,0,2600,5,4,3097.43,619.49,nao_eleito
130000002519,MG,PPS,8,7,17087.45,2135.93,0,0,0,920,16167.45,18,17,15971.45,887.3,nao_eleito
130000002520,MG,PPS,14,12,11472.45,819.46,250,2215,0,1200,7807.45,24,21,8656.02,360.67,nao_eleito
140000000126,PA,PSOL,4,3,2225,556.25,200,2025,0,0,0,7,7,2220.1,317.16,nao_eleito
140000000127,PA,PSOL,14,13,5630,402.14,200,4630,0,800,0,10,10,5608.58,560.86,nao_eleito
140000000129,PA,PSOL,4,4,1770,442.5,200,1000,0,570,0,4,3,1270,317.5,nao_eleito
140000000131,PA,PSOL,8,8,4324.3,540.54,2444.3,80,0,1800,0,10,10,4314.3,431.43,nao_eleito
140000000132,PA,PSOL,39,38,9410,241.28,0,9410,0,0,0,18,16,7998.8,444.38,nao_eleito
140000000133,PA,PSOL,2,2,565,282.5,565,0,0,0,0,2,2,565,282.5,nao_eleito
140000000134,PA,PSOL,6,6,2675.2,445.87,300,675.2,0,1700,0,7,7,2622.75,374.68,nao_eleito
140000000135,PA,PSOL,3,3,500,166.67,200,0,0,300,0,4,4,490,122.5,nao_eleito
140000000138,PA,PSOL,3,3,31400,10466.67,0,31400,0,0,0,3,3,31400,10466.67,nao_eleito
140000000140,PA,PSOL,4,3,852,213,300,0,552,0,0,4,3,576,144,nao_eleito
140000000141,PA,PSOL,9,9,3840,426.67,300,3540,0,0,0,7,7,3776,539.43,nao_eleito
140000000142,PA,PSOL,2,2,565,282.5,0,0,565,0,0,2,2,565,282.5,nao_eleito
140000000177,PA,PTB,233,228,629011.5,2699.62,113831.5,185280,170000,159900,0,392,381,609952.44,1556,eleito
140000000183,PA,PMDB,23,19,436410,18974.35,0,58000,68410,10000,300000,28,28,436410,15586.07,eleito
140000000184,PA,PMDB,34,31,64210,1888.53,0,2210,0,62000,0,73,63,60735,831.99,nao_eleito
140000000185,PA,PMDB,145,138,634765,4377.69,0,85100,220665,129000,200000,191,187,620765,3250.08,eleito
140000000189,PA,PMDB,55,55,268514.5,4882.08,7882.5,40300,110332,10000,100000,167,146,268132.75,1605.59,eleito
140000000193,PA,PMDB,30,27,582100,19403.33,0,124900,218200,39000,200000,59,37,567192.12,9613.43,nao_eleito
140000000197,PA,PMDB,9,9,24700,2744.44,0,10800,1400,12500,0,13,13,24690,1899.23,nao_eleito
140000000198,PA,PMDB,2,2,8750,4375,0,4000,0,4750,0,5,5,8750,1750,nao_eleito
140000000199,PA,PMDB,5,5,7160,1432,0,500,0,6660,0,16,15,6660,416.25,nao_eleito
140000000200,PA,PMDB,63,63,498121.2,7906.69,50000,9120,251001.2,38000,150000,136,115,492379.97,3620.44,eleito
140000000322,PA,PSDB,35,30,139752.46,3992.93,3731.66,10360,39000.8,86660,0,59,53,137135,2324.32,nao_eleito
140000000323,PA,PSDB,1,1,280,280,280,0,0,0,0,1,1,280,280,nao_eleito
140000000326,PA,PSDB,15,15,71640,4776,61950,3740,950,5000,0,19,19,71586.29,3767.7,nao_eleito
140000000327,PA,PRP,3,3,3352,1117.33,3352,0,0,0,0,3,3,3352,1117.33,nao_eleito
140000000328,PA,PSDB,2,2,2280,1140,2280,0,0,0,0,3,3,2280,760,nao_eleito
140000000329,PA,PSDB,1,1,5000,5000,5000,0,0,0,0,2,2,5000,2500,nao_eleito
140000000331,PA,PSDB,3,3,10342,3447.33,6852,3490,0,0,0,4,4,10342,2585.5,nao_eleito
140000000335,PA,PSDB,68,58,811175.3,11929.05,271039.5,43220,496915.8,0,0,124,111,779642.62,6287.44,eleito
140000000337,PA,PRP,21,20,28333,1349.19,9352,15230,3751,0,0,21,20,27333,1301.57,nao_eleito
140000000339,PA,PSDB,40,39,605790,15144.75,91120,164050,244620,6000,100000,58,55,575317,9919.26,eleito
140000000340,PA,PSDB,89,82,1096932.32,12325.08,225545,65465,532060,23262.32,250600,509,436,1008671.32,1981.67,eleito
140000000343,PA,PPS,87,85,385272.72,4428.42,124352,95970,46950.72,8000,110000,117,95,367349.24,3139.74,eleito
140000000344,PA,PPS,3,2,200000,66666.67,200000,0,0,0,0,3,2,150000,50000,nao_eleito
140000000347,PA,PMN,5,4,2750,550,0,0,0,2750,0,6,5,2400,400,nao_eleito
140000000348,PA,PPS,1,1,375,375,375,0,0,0,0,1,1,375,375,nao_eleito
140000000349,PA,PRTB,25,24,12557,502.28,8387,950,0,3220,0,30,28,11257,375.23,nao_eleito
140000000351,PA,PMN,1,1,1000,1000,0,0,0,1000,0,9,8,940,104.44,nao_eleito
140000000356,PA,PSDC,13,13,15910,1223.85,0,10275,635,5000,0,14,14,15903,1135.93,nao_eleito
140000000357,PA,PMN,2,2,300,150,0,0,0,300,0,3,1,100,33.33,nao_eleito
140000000441,PA,DEM,2,2,220,110,0,210,0,10,0,2,2,220,110,nao_eleito
140000000442,PA,DEM,104,102,471343.77,4532.15,176200,82116,124540,36670.77,51817,133,125,452295.77,3400.72,eleito
140000000443,PA,DEM,1,1,5930,5930,0,0,5930,0,0,1,1,5930,5930,nao_eleito
140000000444,PA,DEM,11,11,12847,1167.91,2852,9995,0,0,0,11,11,12847,1167.91,nao_eleito
140000000445,PA,DEM,19,18,15100,794.74,0,5580,0,9520,0,19,19,15084.75,793.93,nao_eleito
140000000511,PA,PSB,62,59,455017.29,7338.99,111450,101140,87502,54925.29,100000,171,128,291417.29,1704.19,nao_eleito
140000000514,PA,PDT,2,2,1515,757.5,1515,0,0,0,0,2,2,1515,757.5,nao_eleito
140000000515,PA,PRB,8,8,14220,1777.5,0,7720,0,6500,0,19,15,10611.12,558.48,nao_eleito
140000000519,PA,PDT,7,7,13150,1878.57,0,10600,2550,0,0,7,7,13150,1878.57,nao_eleito
140000000520,PA,PSB,2,2,285,142.5,0,0,0,285,0,2,2,285,142.5,nao_eleito
140000000521,PA,PDT,15,12,18170,1211.33,3270,8900,6000,0,0,21,18,17060,812.38,nao_eleito
140000000525,PA,PDT,4,4,2900,725,0,1900,0,0,1000,6,5,2888,481.33,nao_eleito
140000000527,PA,PDT,50,44,487750,9755,123250,79100,235400,0,50000,136,114,410808.32,3020.65,eleito
140000000529,PA,PDT,2,2,2300,1150,0,0,0,300,2000,6,6,2300,383.33,nao_eleito
140000000530,PA,PC do B,49,48,274620,5604.49,53570,51050,0,0,170000,92,66,205530,2234.02,nao_eleito
140000000531,PA,PV,24,24,180378.42,7515.77,69245,6900,24233.42,0,80000,159,129,167138.42,1051.19,nao_eleito
140000000535,PA,PDT,8,5,4270,533.75,3270,0,0,0,1000,8,5,3160,395,nao_eleito
140000000536,PA,PDT,5,5,3210,642,1460,0,0,750,1000,7,7,3210,458.57,nao_eleito
140000000539,PA,PDT,8,5,3590.1,448.76,3590.1,0,0,0,0,8,5,2480.1,310.01,nao_eleito
140000000540,PA,PDT,7,7,7875,1125,1575,4700,0,1600,0,10,10,7875,787.5,nao_eleito
140000000542,PA,PDT,7,6,35330,5047.14,0,30,20000,15300,0,9,9,35278.45,3919.83,nao_eleito
140000000543,PA,PRB,18,14,67450,3747.22,0,3850,1900,61700,0,24,17,67035.65,2793.15,nao_eleito
140000000544,PA,PDT,3,2,1100,366.67,0,0,0,1100,0,4,3,1079,269.75,nao_eleito
140000000545,PA,PDT,7,5,11346.5,1620.93,6346.5,0,0,0,5000,9,7,10736.5,1192.94,nao_eleito
140000000546,PA,PDT,3,3,8900,2966.67,0,0,0,7900,1000,17,12,8851.28,520.66,nao_eleito
140000000547,PA,PRB,62,62,178081.82,2872.29,3602.85,105075.64,0,55403.33,14000,83,79,161580.77,1946.76,nao_eleito
140000000609,PA,PTN,2,2,5850,2925,0,0,5000,850,0,3,3,5850,1950,nao_eleito
140000000615,PA,PT,48,48,402055.51,8376.16,118110,124125.43,72600.08,20720,66500,202,157,364715.95,1805.52,nao_eleito
140000000616,PA,PT,213,210,530470,2490.47,92055,77415,361000,0,0,277,275,616898.44,2227.07,eleito
140000000617,PA,PT,46,46,349616,7600.35,100266,159850,2000,21000,66500,66,62,319616,4842.67,eleito
140000000618,PA,PP,62,60,510669.33,8236.6,106300,6800,89650.7,118030,189888.63,143,138,484565.1,3388.57,nao_eleito
140000000620,PA,PT,11,11,12769.8,1160.89,9250,3519.8,0,0,0,12,12,12769.8,1064.15,nao_eleito
140000000621,PA,PT,266,258,1410262.89,5301.74,117432,317780.89,763550,145000,66500,324,318,1358207.98,4192,eleito
140000000622,PA,PT,145,144,652180.13,4497.79,105452.09,286623.12,232000,28104.92,0,159,155,640669.13,4029.37,eleito
140000000624,PA,PR,293,263,653211.31,2229.39,118626.31,64610,218550,1425,250000,383,316,605000.41,1579.64,eleito
140000000625,PA,PT,6,5,3000,500,2940,0,0,60,0,6,5,2000,333.33,nao_eleito
140000000627,PA,PT,21,21,27572,1312.95,0,15772,11800,0,0,19,19,27572,1451.16,nao_eleito
140000000680,PA,PSC,5,5,4125,825,0,4125,0,0,0,5,5,4125,825,nao_eleito
140000000681,PA,PSC,9,8,15120,1680,15120,0,0,0,0,9,8,14120,1568.89,nao_eleito
140000000682,PA,PSC,28,23,572243.95,20437.28,111149.95,41134,169960,0,250000,108,106,571743.6,5293.92,eleito
140000000767,PA,PTB,38,38,56460,1485.79,0,53460,0,3000,0,43,40,56451.1,1312.82,nao_eleito
140000000787,PA,PTC,1,1,250,250,250,0,0,0,0,1,1,250,250,nao_eleito
140000000790,PA,PTB,17,16,119830,7048.82,10330,19900,55600,4000,30000,170,125,119600.4,703.53,nao_eleito
140000000791,PA,PTB,14,14,9140,652.86,630,7710,0,800,0,30,30,9140,304.67,nao_eleito
140000000795,PA,PTB,68,67,43691,642.51,25000,1530,17161,0,0,17,15,57340.3,3372.96,nao_eleito
140000000799,PA,PTB,2,2,5147.5,2573.75,147.5,0,0,0,5000,2,2,5147.5,2573.75,nao_eleito
140000000800,PA,PT,5,4,12720,2544,3220,0,0,0,9500,17,15,11220,660,nao_eleito
140000000811,PA,PTB,15,15,13940,929.33,295,2145,0,1500,10000,18,18,13940,774.44,nao_eleito
140000000822,PA,PR,14,8,10988.42,784.89,1368.42,2420,0,7200,0,23,11,8769.42,381.28,nao_eleito
140000000868,PA,PTB,1,1,20000,20000,0,0,0,0,20000,5,5,20000,4000,nao_eleito
140000000886,PA,PSDB,4,3,4352,1088,4352,0,0,0,0,4,3,3352,838,nao_eleito
150000000006,PB,PCB,3,3,880,293.33,0,0,0,880,0,12,8,814.35,67.86,nao_eleito
150000000022,PB,PCO,1,1,1000,1000,1000,0,0,0,0,1,1,1000,1000,nao_eleito
150000000023,PB,PCO,1,1,1000,1000,1000,0,0,0,0,1,1,1000,1000,nao_eleito
150000000038,PB,PSOL,7,4,6000,857.14,0,6000,0,0,0,20,14,4750,237.5,nao_eleito
150000000039,PB,PSOL,2,2,800,400,200,0,600,0,0,2,2,800,400,nao_eleito
150000000041,PB,PSOL,5,4,4750,950,0,0,0,4750,0,7,7,4750,678.57,nao_eleito
150000000043,PB,PSOL,2,2,610,305,0,0,0,610,0,3,3,610,203.33,nao_eleito
150000000055,PB,PR,25,24,279823.56,11192.94,523.56,127800,100000,0,51500,61,58,272780.51,4471.81,eleito
150000000137,PB,PTB,15,15,465548.56,31036.57,202583.56,46000,166965,50000,0,47,47,461517.27,9819.52,nao_eleito
150000000294,PB,PT,91,84,514975,5659.07,0,189950,94300,230725,0,492,209,457402.9,929.68,eleito
150000000296,PB,PT do B,1,1,1000,1000,0,0,0,1000,0,1,1,1000,1000,nao_eleito
150000000297,PB,PC do B,8,8,6511.32,813.91,823.56,2687.76,0,3000,0,11,11,6511.32,591.94,nao_eleito
150000000298,PB,PSL,2,2,823.56,411.78,823.56,0,0,0,0,2,2,823.56,411.78,nao_eleito
150000000302,PB,PR,10,10,9194.77,919.48,523.56,600,537.66,7533.55,0,16,11,8759.07,547.44,nao_eleito
150000000303,PB,PR,5,5,114500,22900,0,2400,100000,12100,0,46,46,114420.77,2487.41,nao_eleito
150000000304,PB,PHS,13,13,9313.56,716.43,0,7453.56,0,1860,0,17,16,8863.56,521.39,nao_eleito
150000000305,PB,PRB,6,6,74753.56,12458.93,523.56,36130,0,38100,0,13,11,74553.91,5734.92,nao_eleito
